"d";"g";"c";"sc";"p";"ccif";"glosa_ccif"
"05";"3";"2";"01";"00";"05.3.2.01.00";"ARTEFACTOS PEQUEÑOS PARA COCINAR Y PROCESAR ALIMENTOS (SD)"
"05";"3";"2";"01";"01";"05.3.2.01.01";"ARTEFACTOS PARA COCINAR Y PROCESAR ALIMENTOS"
"05";"3";"2";"01";"02";"05.3.2.01.02";"HORNOS ELÉCTRICOS PEQUEÑOS"
"05";"3";"2";"01";"99";"05.3.2.01.99";"OTROS ARTEFACTOS PEQUEÑOS PARA COCINAR Y PROCESAR ALIMENTOS N.C.P."
"05";"3";"2";"02";"00";"05.3.2.02.00";"ARTEFACTOS PEQUEÑOS PARA PREPARAR BEBIDAS (SD)"
"05";"3";"2";"02";"01";"05.3.2.02.01";"ARTEFACTOS ELÉCTRICOS PARA HERVIR AGUA"
"05";"3";"2";"02";"02";"05.3.2.02.02";"OTROS ARTEFACTOS PEQUEÑOS PARA PREPARAR BEBIDAS"
"05";"3";"2";"09";"00";"05.3.2.09.00";"OTROS ARTEFACTOS PEQUEÑOS (SD)"
"05";"3";"2";"09";"01";"05.3.2.09.01";"PLANCHAS PARA ROPA"
"05";"3";"2";"09";"02";"05.3.2.09.02";"VENTILADORES Y CALEFACTORES DE AIRE PORTÁTILES"
"05";"3";"2";"09";"03";"05.3.2.09.03";"CALENTADORES DE CAMA ELÉCTRICOS"
"05";"3";"2";"09";"99";"05.3.2.09.99";"OTROS ARTEFACTOS PEQUEÑOS N.C.P."
"05";"3";"3";"00";"00";"05.3.3.00.00";"REPARACIÓN, INSTALACIÓN Y ARRIENDO DE ARTEFACTOS PARA EL HOGAR (S)"
"05";"3";"3";"01";"00";"05.3.3.01.00";"REPARACIÓN, INSTALACIÓN Y ARRIENDO DE ARTEFACTOS PARA EL HOGAR (S)"
"05";"3";"3";"01";"01";"05.3.3.01.01";"REPARACIÓN DE ARTEFACTOS GRANDES Y PEQUEÑOS PARA EL HOGAR"
"05";"3";"3";"01";"02";"05.3.3.01.02";"INSTALACIÓN DE ARTEFACTOS GRANDES PARA EL HOGAR"
"05";"3";"3";"01";"03";"05.3.3.01.03";"ARRIENDO DE ARTEFACTOS GRANDES Y PEQUEÑOS PARA EL HOGAR"
"05";"4";"0";"00";"00";"05.4.0.00.00";"CRISTALERÍA, VAJILLA Y UTENSILIOS PARA EL HOGAR"
"05";"4";"1";"00";"00";"05.4.1.00.00";"CRISTALERÍA, VAJILLA Y UTENSILIOS PARA EL HOGAR (SD)"
"05";"4";"1";"01";"00";"05.4.1.01.00";"ARTÍCULOS DE VIDRIO, CRISTAL, CERÁMICA Y PORCELANA (SD)"
"05";"4";"1";"01";"01";"05.4.1.01.01";"ARTÍCULOS DE VIDRIO, CRISTAL, CERÁMICA Y PORCELANA"
"05";"4";"1";"02";"00";"05.4.1.02.00";"CUCHILLERÍA Y CUBIERTOS (SD)"
"05";"4";"1";"02";"01";"05.4.1.02.01";"CUCHILLERÍA Y CUBIERTOS"
"05";"4";"1";"03";"00";"05.4.1.03.00";"UTENSILIOS DE COCINA Y OTROS ARTÍCULOS PARA EL HOGAR (SD)"
"05";"4";"1";"03";"01";"05.4.1.03.01";"OLLAS Y SARTENES"
"05";"4";"1";"03";"02";"05.4.1.03.02";"UTENSILIOS DE COCINA"
"05";"4";"1";"03";"03";"05.4.1.03.03";"RECIPIENTES Y ESPECIEROS"
"05";"4";"1";"03";"04";"05.4.1.03.04";"BALDES Y CESTOS"
"05";"4";"1";"03";"99";"05.4.1.03.99";"OTROS ARTÍCULOS PARA EL HOGAR N.C.P."
"05";"4";"1";"04";"00";"05.4.1.04.00";"REPARACIÓN Y ARRIENDO DE CRISTALERÍA, VAJILLA Y UTENSILIOS PARA EL HOGAR (S)"
"05";"4";"1";"04";"01";"05.4.1.04.01";"REPARACIÓN Y ARRIENDO DE CRISTALERÍA, VAJILLA Y UTENSILIOS PARA EL HOGAR"
"05";"5";"0";"00";"00";"05.5.0.00.00";"HERRAMIENTAS Y EQUIPOS PARA LA CASA Y EL JARDÍN"
"05";"5";"1";"00";"00";"05.5.1.00.00";"HERRAMIENTAS Y EQUIPOS MOTORIZADOS (D)"
"05";"5";"1";"01";"00";"05.5.1.01.00";"HERRAMIENTAS Y EQUIPOS MOTORIZADOS (D)"
"05";"5";"1";"01";"01";"05.5.1.01.01";"HERRAMIENTAS Y EQUIPOS MOTORIZADOS DE JARDÍN"
"05";"5";"1";"01";"02";"05.5.1.01.02";"HERRAMIENTAS MOTORIZADAS DE CARPINTERÍA"
"05";"5";"1";"01";"03";"05.5.1.01.03";"HERRAMIENTAS MOTORIZADAS PARA TRABAJAR METALES"
"05";"5";"1";"01";"04";"05.5.1.01.04";"ACCESORIOS DE HERRAMIENTAS Y EQUIPOS MOTORIZADOS"
"05";"5";"1";"01";"99";"05.5.1.01.99";"OTRAS HERRAMIENTAS Y EQUIPOS MOTORIZADOS N.C.P."
"05";"5";"2";"00";"00";"05.5.2.00.00";"HERRAMIENTAS NO MOTORIZADAS Y ACCESORIOS DIVERSOS (SD)"
"05";"5";"2";"01";"00";"05.5.2.01.00";"HERRAMIENTAS NO MOTORIZADAS (SD)"
"05";"5";"2";"01";"01";"05.5.2.01.01";"HERRAMIENTAS DE SUJECIÓN"
"05";"5";"2";"01";"02";"05.5.2.01.02";"HERRAMIENTAS MANUALES DE CARPINTERÍA"
"05";"5";"2";"01";"03";"05.5.2.01.03";"HERRAMIENTAS DE MEDICIÓN"
"05";"5";"2";"01";"04";"05.5.2.01.04";"HERRAMIENTAS DE OBRA GRUESA"
"05";"5";"2";"01";"05";"05.5.2.01.05";"HERRAMIENTAS PARA DESMALEZAR, PODAR Y TRABAJAR LA TIERRA"
"05";"5";"2";"01";"06";"05.5.2.01.06";"HERRAMIENTAS DE RIEGO"
"05";"5";"2";"01";"99";"05.5.2.01.99";"OTRAS HERRAMIENTAS NO MOTORIZADAS N.C.P."
"05";"5";"2";"02";"00";"05.5.2.02.00";"ACCESORIOS VARIOS (SD)"
"05";"5";"2";"02";"01";"05.5.2.02.01";"ACCESORIOS PARA CORTINAS"
"05";"5";"2";"02";"02";"05.5.2.02.02";"ARTÍCULOS DE METAL PARA EL HOGAR"
"05";"5";"2";"02";"03";"05.5.2.02.03";"ARTEFACTOS PARA LA ILUMINACIÓN"
"05";"5";"2";"02";"04";"05.5.2.02.04";"PILAS, BATERÍAS Y CARGADORES"
"05";"5";"2";"02";"05";"05.5.2.02.05";"MALLAS Y REJAS"
"05";"5";"2";"02";"88";"05.5.2.02.88";"ACCESORIOS VARIOS NO DESGLOSADOS"
"05";"5";"2";"02";"99";"05.5.2.02.99";"ACCESORIOS VARIOS PARA EL HOGAR Y EL JARDÍN N.C.P."
"05";"5";"3";"00";"00";"05.5.3.00.00";"REPARACIÓN Y ARRIENDO DE HERRAMIENTAS Y EQUIPOS MOTORIZADOS Y NO MOTORIZADOS (S)"
"05";"5";"3";"01";"00";"05.5.3.01.00";"REPARACIÓN Y ARRIENDO DE HERRAMIENTAS Y EQUIPOS MOTORIZADOS Y NO MOTORIZADOS (S)"
"05";"5";"3";"01";"01";"05.5.3.01.01";"REPARACIÓN DE HERRAMIENTAS Y EQUIPOS MOTORIZADOS Y NO MOTORIZADOS"
"05";"5";"3";"01";"02";"05.5.3.01.02";"ARRIENDO DE HERRAMIENTAS Y EQUIPOS MOTORIZADOS Y NO MOTORIZADOS"
"05";"6";"0";"00";"00";"05.6.0.00.00";"BIENES Y SERVICIOS PARA EL MANTENIMIENTO COTIDIANO DEL HOGAR"
"05";"6";"1";"00";"00";"05.6.1.00.00";"ARTÍCULOS PARA EL HOGAR NO DURADEROS (ND)"
"05";"6";"1";"01";"00";"05.6.1.01.00";"PRODUCTOS PARA LA LIMPIEZA Y MANTENIMIENTO PARA EL HOGAR (ND)"
"05";"6";"1";"01";"01";"05.6.1.01.01";"PRODUCTOS PARA LA LIMPIEZA DE ROPA"
"05";"6";"1";"01";"02";"05.6.1.01.02";"PRODUCTOS PARA LA LIMPIEZA DE CALZADO"
"05";"6";"1";"01";"03";"05.6.1.01.03";"PRODUCTOS PARA LA LIMPIEZA DE VAJILLAS Y OLLAS"
"05";"6";"1";"01";"04";"05.6.1.01.04";"PRODUCTOS PARA LA LIMPIEZA DE PISOS"
"05";"6";"1";"01";"05";"05.6.1.01.05";"PRODUCTOS PARA LA LIMPIEZA DE SUPERFICIES DIVERSAS"
"05";"6";"1";"01";"06";"05.6.1.01.06";"DESINFECTANTES"
"05";"6";"1";"01";"07";"05.6.1.01.07";"OTROS PRODUCTOS PARA LA LIMPIEZA Y CONSERVACIÓN DEL HOGAR"
"05";"6";"1";"01";"08";"05.6.1.01.08";"ARTÍCULOS PARA LA LIMPIEZA DE ROPA"
"05";"6";"1";"01";"09";"05.6.1.01.09";"ARTÍCULOS PARA LA LIMPIEZA DE CALZADO"
"05";"6";"1";"01";"10";"05.6.1.01.10";"ARTÍCULOS PARA LA LIMPIEZA DE VAJILLAS Y OLLAS"
"05";"6";"1";"01";"11";"05.6.1.01.11";"ARTÍCULOS PARA LA LIMPIEZA DE SUPERFICIES"
"05";"6";"1";"01";"12";"05.6.1.01.12";"ARTÍCULOS PARA LA LIMPIEZA DE PISOS"
"05";"6";"1";"01";"13";"05.6.1.01.13";"OTROS ARTÍCULOS PARA LA LIMPIEZA Y CONSERVACIÓN DEL HOGAR"
"05";"6";"1";"09";"00";"05.6.1.09.00";"OTROS ARTÍCULOS PARA EL HOGAR NO DURADEROS (ND)"
"05";"6";"1";"09";"01";"05.6.1.09.01";"INSECTICIDAS Y SIMILARES"
"05";"6";"1";"09";"02";"05.6.1.09.02";"SERVILLETAS DE PAPEL"
"05";"6";"1";"09";"03";"05.6.1.09.03";"TOALLAS DE PAPEL"
"05";"6";"1";"09";"04";"05.6.1.09.04";"BOLSAS PLÁSTICAS"
"05";"6";"1";"09";"05";"05.6.1.09.05";"OTROS PRODUCTOS DE PAPEL, PLÁSTICO Y ALUMINIO PARA EL HOGAR"
"05";"6";"1";"09";"06";"05.6.1.09.06";"ARTÍCULOS DE COSTURA Y TEJIDO"
"05";"6";"1";"09";"07";"05.6.1.09.07";"CLAVOS Y OTROS SIMILARES"
"05";"6";"1";"09";"08";"05.6.1.09.08";"AROMATIZANTES"
"05";"6";"1";"09";"99";"05.6.1.09.99";"OTROS ARTÍCULOS PARA EL HOGAR NO DURADEROS N.C.P."
"05";"6";"2";"00";"00";"05.6.2.00.00";"SERVICIOS DOMÉSTICOS Y SERVICIOS PARA EL HOGAR (S)"
"05";"6";"2";"01";"00";"05.6.2.01.00";"SERVICIOS DOMÉSTICOS POR PERSONAL REMUNERADO (S)"
"05";"6";"2";"01";"01";"05.6.2.01.01";"SERVICIOS DOMÉSTICOS POR PERSONAL REMUNERADO"
"05";"6";"2";"09";"00";"05.6.2.09.00";"OTROS SERVICIOS PARA EL HOGAR (S)"
"05";"6";"2";"09";"01";"05.6.2.09.01";"OTROS SERVICIOS PARA EL HOGAR"
"05";"7";"0";"00";"00";"05.7.0.00.00";"GASTOS NO DESGLOSADOS EN MUEBLES, EQUIPAMIENTO PARA EL HOGAR Y MANTENIMIENTO RUTINARIO DE LA VIVIENDA"
"05";"7";"1";"00";"00";"05.7.1.00.00";"GASTOS NO DESGLOSADOS EN MUEBLES, EQUIPAMIENTO PARA EL HOGAR Y MANTENIMIENTO RUTINARIO DE LA VIVIENDA"
"05";"7";"1";"01";"00";"05.7.1.01.00";"GASTOS NO DESGLOSADOS EN MUEBLES, EQUIPAMIENTO PARA EL HOGAR Y MANTENIMIENTO RUTINARIO DE LA VIVIENDA"
"05";"7";"1";"01";"01";"05.7.1.01.01";"GASTOS NO DESGLOSADOS EN MUEBLES, EQUIPAMIENTO PARA EL HOGAR Y MANTENIMIENTO RUTINARIO DE LA VIVIENDA"
"06";"0";"0";"00";"00";"06.0.0.00.00";"SALUD"
"06";"1";"0";"00";"00";"06.1.0.00.00";"MEDICAMENTOS Y PRODUCTOS PARA LA SALUD"
"06";"1";"1";"00";"00";"06.1.1.00.00";"MEDICAMENTOS (ND)"
"06";"1";"1";"01";"00";"06.1.1.01.00";"MEDICAMENTOS, VACUNAS Y OTRAS PREPARACIONES FARMACÉUTICAS (ND)"
"06";"1";"1";"01";"01";"06.1.1.01.01";"MEDICAMENTOS ANTIINFECCIOSOS"
"06";"1";"1";"01";"02";"06.1.1.01.02";"MEDICAMENTOS PARA EL SISTEMA CARDIOVASCULAR"
"06";"1";"1";"01";"03";"06.1.1.01.03";"MEDICAMENTOS PARA EL APARATO GENITOURINARIO Y HORMONAS SEXUALES"
"06";"1";"1";"01";"04";"06.1.1.01.04";"PREPARADOS HORMONALES (EXCEPTO HORMONAS SEXUALES E INSULINAS)"
"06";"1";"1";"01";"05";"06.1.1.01.05";"MEDICAMENTOS PARA EL SISTEMA MUSCULOESQUELÉTICO"
"06";"1";"1";"01";"06";"06.1.1.01.06";"MEDICAMENTOS PARA EL SISTEMA RESPIRATORIO"
"06";"1";"1";"01";"07";"06.1.1.01.07";"MEDICAMENTOS DERMATOLÓGICOS"
"06";"1";"1";"01";"08";"06.1.1.01.08";"MEDICAMENTOS PARA EL SISTEMA NERVIOSO"
"06";"1";"1";"01";"09";"06.1.1.01.09";"MEDICAMENTOS PARA EL SISTEMA DIGESTIVO Y METABÓLICO"
"06";"1";"1";"01";"10";"06.1.1.01.10";"MEDICAMENTOS PARA ÓRGANOS DE LOS SENTIDOS"
"06";"1";"1";"01";"11";"06.1.1.01.11";"SANGRE Y ÓRGANOS HEMATOPOYÉTICOS"
"06";"1";"1";"01";"12";"06.1.1.01.12";"ANTINEOPLÁSICOS Y AGENTES INMUNOLÓGICOS"
"06";"1";"1";"01";"13";"06.1.1.01.13";"MEDICAMENTOS, VACUNAS Y OTRAS PREPARACIONES FARMACÉUTICAS NO IDENTIFICADOS"
"06";"1";"1";"01";"88";"06.1.1.01.88";"MEDICAMENTOS, VACUNAS Y OTRAS PREPARACIONES FARMACÉUTICAS NO DESGLOSADAS"
"06";"1";"1";"01";"99";"06.1.1.01.99";"OTROS MEDICAMENTOS Y PREPARACIONES FARMACÉUTICAS N.C.P."
"06";"1";"1";"02";"00";"06.1.1.02.00";"MEDICAMENTOS HERBARIOS Y PRODUCTOS HOMEOPÁTICOS (ND)"
"06";"1";"1";"02";"01";"06.1.1.02.01";"MEDICAMENTOS HERBARIOS Y PRODUCTOS HOMEOPÁTICOS"
"06";"1";"2";"00";"00";"06.1.2.00.00";"PRODUCTOS MÉDICOS (ND)"
"06";"1";"2";"01";"00";"06.1.2.01.00";"PRODUCTOS DE DIAGNÓSTICO MÉDICO (ND)"
"06";"1";"2";"01";"01";"06.1.2.01.01";"PRODUCTOS DE DIAGNÓSTICO MÉDICO"
"06";"1";"2";"02";"00";"06.1.2.02.00";"DISPOSITIVOS DE PREVENCIÓN Y PROTECCIÓN (ND)"
"06";"1";"2";"02";"01";"06.1.2.02.01";"ANTICONCEPTIVOS MECÁNICOS"
"06";"1";"2";"02";"99";"06.1.2.02.99";"OTROS DISPOSITIVOS DE PREVENCIÓN Y PROTECCIÓN N.C.P."
"06";"1";"2";"03";"00";"06.1.2.03.00";"PRODUCTOS DE TRATAMIENTO PARA USO PERSONAL (ND)"
"06";"1";"2";"03";"01";"06.1.2.03.01";"PRODUCTOS DE TRATAMIENTO PARA USO PERSONAL"
"06";"1";"3";"00";"00";"06.1.3.00.00";"PRODUCTOS DE ASISTENCIA (D)"
"06";"1";"3";"01";"00";"06.1.3.01.00";"PRODUCTOS DE ASISTENCIA PARA LA VISIÓN (D)"
"06";"1";"3";"01";"01";"06.1.3.01.01";"LENTES PARA CORRECCIÓN Y SUS ACCESORIOS"
"06";"1";"3";"01";"99";"06.1.3.01.99";"OTROS PRODUCTOS DE ASISTENCIA PARA LA VISIÓN N.C.P."
"06";"1";"3";"02";"00";"06.1.3.02.00";"PRODUCTOS DE ASISTENCIA PARA LA AUDICIÓN Y LA COMUNICACIÓN (D)"
"06";"1";"3";"02";"01";"06.1.3.02.01";"PRODUCTOS DE ASISTENCIA PARA LA AUDICIÓN Y LA COMUNICACIÓN"
"06";"1";"3";"03";"00";"06.1.3.03.00";"PRODUCTOS DE ASISTENCIA PARA LA MOVILIDAD Y EL FUNCIONAMIENTO DE LAS PERSONAS EN SU VIDA DIARIA (D)"
"06";"1";"3";"03";"01";"06.1.3.03.01";"ÓRTESIS Y SOPORTES ORTOPÉDICOS"
"06";"1";"3";"03";"02";"06.1.3.03.02";"PRÓTESIS PARA EXTREMIDADES SUPERIORES E INFERIORES"
"06";"1";"3";"03";"03";"06.1.3.03.03";"CALZADO TERAPÉUTICO"
"06";"1";"3";"03";"04";"06.1.3.03.04";"ARTÍCULOS PARA EL DESPLAZAMIENTO, MOVILIDAD Y REPOSO DE PERSONAS"
"06";"1";"3";"03";"99";"06.1.3.03.99";"OTROS PRODUCTOS DE ASISTENCIA PARA EL FUNCIONAMIENTO DE LAS PERSONAS EN SU VIDA DIARIA N.C.P."
"06";"1";"4";"00";"00";"06.1.4.00.00";"REPARACIÓN, ARRIENDO Y MANTENIMIENTO DE PRODUCTOS MÉDICOS Y ASISTENCIALES (S)"
"06";"1";"4";"01";"00";"06.1.4.01.00";"REPARACIÓN, ARRIENDO Y MANTENIMIENTO DE PRODUCTOS MÉDICOS Y ASISTENCIALES (S)"
"06";"1";"4";"01";"01";"06.1.4.01.01";"REPARACIÓN Y MANTENIMIENTO DE LENTES PARA CORRECCIÓN"
"06";"1";"4";"01";"02";"06.1.4.01.02";"REPARACIÓN Y MANTENIMIENTO DE PRODUCTOS MÉDICOS Y OTROS PRODUCTOS ASISTENCIALES"
"06";"1";"4";"01";"03";"06.1.4.01.03";"ARRIENDO DE PRODUCTOS MÉDICOS Y ASISTENCIALES"
"06";"2";"0";"00";"00";"06.2.0.00.00";"SERVICIOS DE ATENCIÓN AMBULATORIA"
"06";"2";"1";"00";"00";"06.2.1.00.00";"SERVICIOS DE ATENCIÓN PREVENTIVA (S)"
"06";"2";"1";"01";"00";"06.2.1.01.00";"SERVICIOS DE INMUNIZACIÓN (S)"
"06";"2";"1";"01";"01";"06.2.1.01.01";"SERVICIOS DE INMUNIZACIÓN"
"06";"2";"1";"09";"00";"06.2.1.09.00";"OTROS SERVICIOS PREVENTIVOS (S)"
"06";"2";"1";"09";"01";"06.2.1.09.01";"OTROS SERVICIOS PREVENTIVOS"
"06";"2";"2";"00";"00";"06.2.2.00.00";"SERVICIOS DENTALES AMBULATORIOS (S)"
"06";"2";"2";"01";"00";"06.2.2.01.00";"SERVICIOS DENTALES PREVENTIVOS (S)"
"06";"2";"2";"01";"01";"06.2.2.01.01";"SERVICIOS DENTALES PREVENTIVOS"
"06";"2";"2";"09";"00";"06.2.2.09.00";"OTROS SERVICIOS DENTALES AMBULATORIOS (S)"
"06";"2";"2";"09";"01";"06.2.2.09.01";"CONSULTAS, PROCEDIMIENTOS Y TRATAMIENTOS DENTALES CURATIVOS O DE REHABILITACIÓN"
"06";"2";"3";"00";"00";"06.2.3.00.00";"OTROS SERVICIOS DE ATENCIÓN AMBULATORIA (S)"
"06";"2";"3";"01";"00";"06.2.3.01.00";"SERVICIOS AMBULATORIOS CURATIVOS Y DE REHABILITACIÓN (S)"
"06";"2";"3";"01";"01";"06.2.3.01.01";"SERVICIOS MÉDICOS CON FINES CURATIVOS Y DE REHABILITACIÓN"
"06";"2";"3";"01";"02";"06.2.3.01.02";"SERVICIOS DE OTROS PROFESIONALES Y TÉCNICOS DE LA SALUD CON FINES CURATIVOS Y DE REHABILITACIÓN"
"06";"2";"3";"01";"03";"06.2.3.01.03";"SERVICIOS DE PROFESIONALES Y ESPECIALISTAS EN MEDICINA TRADICIONAL Y COMPLEMENTARIA CON FINES CURATIVOS Y DE REHABILITACIÓN"
"06";"2";"3";"01";"04";"06.2.3.01.04";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN CRÁNEO, CUERO CABELLUDO Y CUELLO"
"06";"2";"3";"01";"05";"06.2.3.01.05";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN COLUMNA"
"06";"2";"3";"01";"06";"06.2.3.01.06";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN NERVIOS PERIFÉRICOS"
"06";"2";"3";"01";"07";"06.2.3.01.07";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN OFTALMOLOGÍA"
"06";"2";"3";"01";"08";"06.2.3.01.08";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN OTORRINOLARINGOLOGÍA"
"06";"2";"3";"01";"09";"06.2.3.01.09";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN CIRUGÍA PLÁSTICA Y REPARADORA"
"06";"2";"3";"01";"10";"06.2.3.01.10";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN DERMATOLOGÍA"
"06";"2";"3";"01";"11";"06.2.3.01.11";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN CARDIOLOGÍA"
"06";"2";"3";"01";"12";"06.2.3.01.12";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN GASTROENTEROLOGÍA"
"06";"2";"3";"01";"13";"06.2.3.01.13";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN UROLOGÍA"
"06";"2";"3";"01";"14";"06.2.3.01.14";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN GINECOLOGÍA Y OBSTETRICIA"
"06";"2";"3";"01";"15";"06.2.3.01.15";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN TRAUMATOLOGÍA"
"06";"2";"3";"01";"16";"06.2.3.01.16";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS EN NEUMOLOGÍA"
"06";"2";"3";"01";"99";"06.2.3.01.99";"OTRAS CIRUGÍAS Y PROCEDIMIENTOS MÉDICOS AMBULATORIOS N.C.P."
"06";"2";"3";"02";"00";"06.2.3.02.00";"SERVICIOS DE ATENCIÓN AMBULATORIA A LARGO PLAZO (S)"
"06";"2";"3";"02";"01";"06.2.3.02.01";"SERVICIOS DE ATENCIÓN AMBULATORIA A LARGO PLAZO"
"06";"3";"0";"00";"00";"06.3.0.00.00";"SERVICIOS DE CUIDADOS A PACIENTES INTERNADOS (HOSPITALIZADOS)"
"06";"3";"1";"00";"00";"06.3.1.00.00";"SERVICIOS CURATIVOS Y DE REHABILITACIÓN PARA PACIENTES HOSPITALIZADOS (S)"
"06";"3";"1";"01";"00";"06.3.1.01.00";"SERVICIOS CURATIVOS Y DE REHABILITACIÓN PARA PACIENTES HOSPITALIZADOS (S)"
"06";"3";"1";"01";"01";"06.3.1.01.01";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN CRÁNEO, CUERO CABELLUDO Y CUELLO"
"06";"3";"1";"01";"02";"06.3.1.01.02";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN COLUMNA"
"06";"3";"1";"01";"03";"06.3.1.01.03";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN NERVIOS PERIFÉRICOS"
"06";"3";"1";"01";"04";"06.3.1.01.04";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN OFTALMOLOGÍA"
"06";"3";"1";"01";"05";"06.3.1.01.05";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN OTORRINOLARINGOLOGÍA"
"06";"3";"1";"01";"06";"06.3.1.01.06";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN CIRUGÍA PLÁSTICA Y REPARADORA"
"06";"3";"1";"01";"07";"06.3.1.01.07";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN DERMATOLOGÍA"
"06";"3";"1";"01";"08";"06.3.1.01.08";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN CARDIOLOGÍA"
"06";"3";"1";"01";"09";"06.3.1.01.09";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN GASTROENTEROLOGÍA"
"06";"3";"1";"01";"10";"06.3.1.01.10";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN UROLOGÍA"
"06";"3";"1";"01";"11";"06.3.1.01.11";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN GINECOLOGÍA Y OBSTETRICIA"
"06";"3";"1";"01";"12";"06.3.1.01.12";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN TRAUMATOLOGÍA"
"06";"3";"1";"01";"13";"06.3.1.01.13";"CIRUGÍA Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS EN NEUMOLOGÍA"
"06";"3";"1";"01";"14";"06.3.1.01.14";"MEDICAMENTOS Y PRODUCTOS DE SALUD ASOCIADOS A SERVICIOS DE HOSPITALIZACIÓN"
"06";"3";"1";"01";"15";"06.3.1.01.15";"ATENCIONES MÉDICAS ASOCIADAS A SERVICIOS DE HOSPITALIZACIÓN"
"06";"3";"1";"01";"16";"06.3.1.01.16";"EXÁMENES ASOCIADOS A SERVICIOS DE HOSPITALIZACIÓN"
"06";"3";"1";"01";"17";"06.3.1.01.17";"USO DE INFRAESTRUCTURA DE INSTITUCIONES DE SALUD EN CONTEXTO DE SERVICIOS DE HOSPITALIZACIÓN"
"06";"3";"1";"01";"18";"06.3.1.01.18";"SERVICIOS CURATIVOS Y DE REHABILITACIÓN NO IDENTIFICADOS PARA PACIENTES HOSPITALIZADOS"
"06";"3";"1";"01";"99";"06.3.1.01.99";"OTRAS CIRUGÍAS Y PROCEDIMIENTOS MÉDICOS HOSPITALARIOS N.C.P."
"06";"3";"2";"00";"00";"06.3.2.00.00";"SERVICIOS DE CUIDADOS A LARGO PLAZO PARA PACIENTES HOSPITALIZADOS (S)"
"06";"3";"2";"01";"00";"06.3.2.01.00";"SERVICIOS DE CUIDADOS A LARGO PLAZO PARA PACIENTES HOSPITALIZADOS (S)"
"06";"3";"2";"01";"01";"06.3.2.01.01";"SERVICIOS DE CUIDADOS A LARGO PLAZO PARA PACIENTES HOSPITALIZADOS"
"06";"4";"0";"00";"00";"06.4.0.00.00";"OTROS SERVICIOS DE SALUD"
"06";"4";"1";"00";"00";"06.4.1.00.00";"SERVICIOS DE DIAGNÓSTICO POR IMAGEN Y SERVICIOS DE LABORATORIO MÉDICO (S)"
"06";"4";"1";"01";"00";"06.4.1.01.00";"SERVICIOS DE DIAGNÓSTICO POR IMAGEN (S)
"
"06";"4";"1";"01";"01";"06.4.1.01.01";"SERVICIOS DE DIAGNÓSTICO POR IMAGEN
"
"06";"4";"1";"02";"00";"06.4.1.02.00";"SERVICIOS DE LABORATORIO MÉDICO (S)
"
"06";"4";"1";"02";"01";"06.4.1.02.01";"EXÁMENES DE SANGRE (HEMATOLÓGICOS, BIOQUÍMICOS Y HORMONALES)"
"06";"4";"1";"02";"02";"06.4.1.02.02";"EXÁMENES DE ORINA"
"06";"4";"1";"02";"03";"06.4.1.02.03";"EXÁMENES GENÉTICOS"
"06";"4";"1";"02";"04";"06.4.1.02.04";"EXÁMENES INMUNOLÓGICOS, CITOLÓGICOS Y CITOQUÍMICOS"
